x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,y
0.002179661460543564,0.00911953600272357,-0.013604729343169822,-0.008808261830691656,0.0010727686759165536,-0.0007399123702142152,0.0023864229819705904,-0.005519848391163811,-0.014143042293767576,0.0018986528824423063,-1.4926074273572048
0.004853711850146317,-0.003312807716844918,-0.0019516076230383938,0.0026704437154373116,-0.00672512453516826,-0.0020172229050183688,-0.002849485470165135,0.0008219862326124749,0.008338872808438896,0.0023169327443385806,0.0018701042460080863
-0.0033685703261990014,-0.006109524654170287,-0.00669557240701747,-0.022039473063460255,-0.00038095369608446064,0.0035710596199607604,-0.007349790336122722,-0.0006693116024255522,-0.016077214779248963,-0.006384052193493351,-3.026610225557874
0.004070645506962101,0.006068829724728974,0.0019368816740420597,0.006065265580922774,-0.007947541010011073,0.0007715355630330632,0.012257823324582808,0.008330558224759747,0.017415888669161415,0.002310066940874616,2.582998554893714
-0.003274757093784806,0.005618142904771778,0.00374877721875512,-0.011370071146388357,0.000889169969459795,-0.0018563306005255648,0.00022839234041915744,-0.0077698391664988735,-0.016849249745407455,0.0003536034403204982,-1.3756301436107807
-0.0001597947436068813,0.0028973368269298574,-0.0030870387717060717,-0.006188086771229448,-0.0046567319506366795,0.002108554817769356,0.003236095636237526,-0.005378417547577463,-0.010159184510935637,0.006793002719734055,-0.6402863496013003
-0.0020267611848446493,0.008132634045234158,0.004570145208987258,0.01186846551276186,0.0029323901465968865,-0.010526281033371193,-0.0015989093625022788,-0.011140137810453584,0.008861653520530657,0.003552136270541265,-0.19304930489455244
0.005609185497482367,-0.01410922317171202,0.00916488335306137,-0.0008827849067379955,-0.00011673767828626386,-0.007203820221998185,-0.004813839776110296,6.228953528352902e-06,0.003425324315262529,-0.004725742614623323,-0.1544530297349087
-0.003193839371219783,-0.002357488346978414,0.0005278184461849987,-0.004247339970415595,0.0012054369022911032,-0.0065429938809902135,0.0010166713580440205,0.0015670296067677421,0.012054456869135104,-0.00039232423658515717,-0.7040724914580595
-0.0006401780718819179,-0.0026453175096855745,0.008809420988212623,0.015601710707385615,-0.008486656772373974,-0.0001793321328307043,-0.005529245822019928,-0.00470999306795458,0.01755998929983156,0.003684592782454353,0.8638662844400551
0.0016017387971948786,-0.0046449936839378135,-0.0045488072108317125,-0.016642113076491303,0.011719996406314666,-0.002929454275334255,-0.008322010631887493,-0.007028259018649735,-0.013156267857397827,-0.007641950908246349,-2.6848450962392025
-0.005698981726697326,-0.000581415527352685,0.0004274346096979201,0.000407917247214935,-0.005483376432987707,-0.0031619821789218806,-0.003879169250825129,-0.00011757339252325773,0.008506676928964663,0.0050676341294204645,-0.9483924419339667
-0.0017336756981168849,-0.0041555561527179,0.01018987549341513,0.007199788967484897,-0.001458280412072317,0.0025338876943599535,-0.0030012320402391583,-0.007664820025493497,0.009432863929181558,-0.0037712230631703455,0.47495251093274343
-0.005852358341773827,-9.31828122518869e-06,0.005464494833209398,-0.002808747985345503,-0.005211509888335875,0.002311865515347906,0.019147029938857373,0.012781201276247,-0.0037760433358698456,-0.006453498638052589,1.97209825642474
0.0018812254409188982,0.004365348086303023,-0.004246612888802069,-0.006483381114300092,0.0063519440567221235,0.011888835213992081,0.016462141262066982,0.0016817726235060916,-0.015715977603960214,-0.000845427680048491,1.7437482724637716
-0.0016592121944166498,-0.00884196400379887,0.001820395458097035,0.006648985230467927,-0.003640119145036956,-0.0013049067252087893,0.0015020385331736795,-0.0047142966074867915,0.012780750395985151,0.006125821971729763,0.1149777517048742
0.0035344564151329767,8.860789387363127e-06,0.0049080633701164954,-0.0031730645814154967,-0.00045897260469323226,-0.002594233974517506,0.013515250665360485,0.0006319804579967531,0.003226651021086776,0.0022238376188821836,1.4273884275057158
0.0008206282586131338,-0.003197573550793425,-0.005588447164397241,-0.015240969628888223,0.000727741912479165,0.0028740536139232192,0.0017846291754121738,-0.00171341890824376,-0.011419917547803752,-0.0019313716731198627,-1.3234875189177677
0.012183931414927988,-0.0022619022837911218,-0.007904708143301117,-0.014079493863583991,0.002132030446199034,-0.003849377713876961,-0.0012853898399734643,-0.0032513080973156716,-0.01357933520327494,-0.0006069442673556717,-1.2357294796114222
-0.001148934992689297,0.0020889071473506873,-0.0063466169338126065,0.005252345879270193,0.005405437401238686,-0.0023288258378955334,-0.003150801787047253,-0.007335220201817963,-0.0026085996470461984,-0.0012698443006304838,-0.9275627794945102
-0.0020758518355737214,-0.007025050277165647,-0.0015774518303105249,-0.011911128781235503,0.0008619298884309322,0.009858092066262043,0.0020145792130861627,-0.004993253898182569,-0.01731433033099015,9.225906797529285e-05,-0.8520577970162999
0.004860353085360597,0.006044778182372502,-0.004568361866717036,-0.003967678539104406,0.0032945807464823344,-0.005673159262480902,-0.009906959036633769,-0.003299504151863569,-0.0012529090894782891,-0.0010494929879739919,-1.414830496003574
0.00360407962423163,-0.0032805643124578145,0.00788005423037537,0.0020025450426195395,0.006436179249323,-0.0073970694821850706,0.00891727754593928,0.004768586364092048,-0.0019648485857964274,-0.00790136269646625,1.465911726997033
-0.0006929990424974875,-0.008018327786170685,0.0007906450905593842,0.003098951326502752,0.002358083098806706,0.0014086608794795098,-0.001664794105310275,-0.00651192868994323,-0.014652017687718346,-0.004541429449746062,-0.5342985863985957
-0.004421510766031198,-0.0025632532800991415,0.0031006527812627123,0.010453742329292647,-0.005515353314331382,-0.00393732584136825,-0.013369010187458624,0.0008078335722233813,0.006454050783440749,0.0022286321229166993,-0.8249016707458947
-0.0023542774163371736,0.012542310257493854,-0.003677054157105215,-0.015626563597177262,0.013862540538344228,0.003050709651012052,0.025908610209439666,0.00913773091502135,-0.015060211624942468,-0.004103690153113092,1.7314836124514932
-0.0009444941864764053,-0.004523785667281321,-0.005648396899016975,-0.013004785918230065,-0.0008119882471311883,0.007783679932863499,-0.007098319403825545,-0.0009717404884412099,-0.009349826055697901,0.004620420773699925,-1.6179476254517113
0.006491155427748636,-0.003464907305633044,-0.0016383206569301138,-0.008445001878192433,0.0022058845106792636,-0.004605442031585997,0.0035557254541800903,-0.004129580449189815,0.0007778114001635784,-0.0023431988473951756,-0.48855517244492735
-0.0025566798724468275,-0.007538684399958795,7.017534771936881e-05,0.00011625488541304532,0.0014939707619276291,-0.0006934437299417603,0.003878795833467393,-0.007347139172697075,-0.0007644219907631366,0.005302708868279923,-0.45067884131459607
0.0018815969240220027,-0.00031671845961820364,0.005319336180130802,0.0009410392299668393,-0.005768208396683467,0.008252047635019381,0.00967814847310146,0.0033269387077685037,-0.012550485179051623,-0.0015526340383924904,1.882323911683792
0.0023268890595151844,-0.003703687354953045,0.0007620112924361995,-0.002996712904465464,0.0006168484864185501,0.004440555305779531,0.01288573245050613,0.010792263716147646,-0.005408783027283494,0.0006850367841854624,1.9399535786556399
0.0008933981452277405,0.0017917931128606564,0.006573218330795733,-0.0012967929042735377,0.0012600479790847816,-0.007683659219581779,-0.0049189867279673775,0.00010803693165114346,0.008724063079510859,-0.002939067053339906,-0.3482347616285962
-0.0010832191680623575,-0.0031018967174298593,0.007101691785506971,0.010330563260217017,-0.006021902759289287,-0.0024175716283037067,-0.010120488898795535,-0.0032311974912430015,0.010529315682342007,-0.0015576529764038385,-0.17624447470391358
-0.001404283640643589,-0.0007910396078349209,0.0035056878456245573,-0.0072282205283170685,-0.0028004707101352893,0.009024503599378026,0.010241444563901613,0.008209343559897447,-0.0025530943556303825,-0.0022789864294483313,1.4641195427587879
